SBOID;SAID;DescriptionDE;DescriptionFR;DescriptionIT;DescriptionEN;AbbreviationDE;AbbreviationFR;AbbreviationIT;AbbreviationEN;OrganisationNumber;ContactEnterpriseMail;validFrom;validTo;types
ch:1:sboid:101259;101259;Pauschalunternehmung (interne Verwendung);Pauschalunternehmung (interne Verwendung);Pauschalunternehmung (interne Verwendung);Pauschalunternehmung (interne Verwendung);P-Unt;P-Unt;P-Unt;P-Unt;9998;;1900-01-01;2099-12-31;95
ch:1:sboid:101260;101260;Diverse INFO;Diverse INFO;Diverse INFO;Diverse INFO;DIVINFO;DIVINFO;DIVINFO;DIVINFO;9999;;1900-01-01;2099-12-31;99
ch:1:sboid:101261;101261;ERS-Railways BV. Netherlands;ERS-Railways BV. Netherlands;ERS-Railways BV. Netherlands;ERS-Railways BV. Netherlands;ERSRAILWAY;ERSRAILWAY;ERSRAILWAY;ERSRAILWAY;13081;;1900-01-01;2099-12-31;12
ch:1:sboid:101262;101262;Kriens-Fräkmüntegg;Kriens-Fräkmüntegg;Kriens-Fräkmüntegg;Kriens-Fräkmüntegg;PB Fpl;PB Fpl;PB Fpl;PB Fpl;13600;;1900-01-01;2099-12-31;12
ch:1:sboid:101263;101263;Weggis-Rigi Kaltbad;Weggis-Rigi Kaltbad;Weggis-Rigi Kaltbad;Weggis-Rigi Kaltbad;RB Fpl;RB Fpl;RB Fpl;RB Fpl;13700;;1900-01-01;2099-12-31;12
ch:1:sboid:101264;101264;Transports Publics Neuchâtelois SA;Transports Publics Neuchâtelois SA;Transports Publics Neuchâtelois SA;Transports Publics Neuchâtelois SA;TRN-tn FPL;TRN-tn FPL;TRN-tn FPL;TRN-tn FPL;15300;;1900-01-01;2099-12-31;12
ch:1:sboid:101273;101273;Bucher Luzern                O;Bucher Luzern                O;Bucher Luzern                O;Bucher Luzern                O;BUCHER LZ;BUCHER LZ;BUCHER LZ;BUCHER LZ;21308;;1900-01-01;2099-12-31;60
ch:1:sboid:101009;101009;Bergbahnen Destination Gstaad AG;Bergbahnen Destination Gstaad AG;Bergbahnen Destination Gstaad AG;Bergbahnen Destination Gstaad AG;BDGAG-shb;BDGAG-shb;BDGAG-shb;BDGAG-shb;3068;;1900-01-01;2099-12-31;12
ch:1:sboid:101010;101010;Bergbahnen Destination Gstaad AG;Bergbahnen Destination Gstaad AG;Bergbahnen Destination Gstaad AG;Bergbahnen Destination Gstaad AG;BDGAG-skpc;BDGAG-skpc;BDGAG-skpc;BDGAG-skpc;3069;;1900-01-01;2099-12-31;12
ch:1:sboid:101011;101011;Sesselbahn Kiental-Ramslauenen;Sesselbahn Kiental-Ramslauenen;Sesselbahn Kiental-Ramslauenen;Sesselbahn Kiental-Ramslauenen;SKRa;SKRa;SKRa;SKRa;3070;;1900-01-01;2099-12-31;12
ch:1:sboid:101012;101012;Nuova Carì Impianti Turistici SA;Nuova Carì Impianti Turistici SA;Nuova Carì Impianti Turistici SA;Nuova Carì Impianti Turistici SA;NCIT;NCIT;NCIT;NCIT;3071;;1900-01-01;2099-12-31;12
ch:1:sboid:100050;100050;Transports Vallée de Joux-Yverdon-Ste-Croix (pbr);Transports Vallée de Joux-Yverdon-Ste-Croix (pbr);Transports Vallée de Joux-Yverdon-Ste-Croix (pbr);Transports Vallée de Joux-Yverdon-Ste-Croix (pbr);TRAVYS-pbr;TRAVYS-pbr;TRAVYS-pbr;TRAVYS-pbr;69;;1900-01-01;2099-12-31;10
ch:1:sboid:100052;100052;Appenzeller Bahnen (rhb);Appenzeller Bahnen (rhb);Appenzeller Bahnen (rhb);Appenzeller Bahnen (rhb);AB-rhb;AB-rhb;AB-rhb;AB-rhb;71;;1900-01-01;2099-12-31;10
ch:1:sboid:100164;100164;Corviglia-Piz Nair;Corviglia-Piz Nair;Corviglia-Piz Nair;Corviglia-Piz Nair;LCPN;LCPN;LCPN;LCPN;206;;1900-01-01;2018-01-12;12
ch:1:sboid:100181;100181;Pendicularas Scuol SA;Pendicularas Scuol SA;Pendicularas Scuol SA;Pendicularas Scuol SA;PSFS;PSFS;PSFS;PSFS;223;;1900-01-01;2017-11-22;10
ch:1:sboid:100192;100192;Saastal Bergbahnen AG;Saastal Bergbahnen AG;Saastal Bergbahnen AG;Saastal Bergbahnen AG;LSF;LSF;LSF;LSF;234;;1900-01-01;2017-12-19;10
ch:1:sboid:100199;100199;TéléDiablerets SA;TéléDiablerets SA;TéléDiablerets SA;TéléDiablerets SA;TD;TD;TD;TD;241;;1900-01-01;2018-01-12;10
ch:1:sboid:100436;100436;Limmattalbahn AG Zürich;Limmattalbahn AG Zürich;Limmattalbahn AG Zürich;Limmattalbahn AG Zürich;LTB;LTB;LTB;LTB;524;;1900-01-01;2018-01-12;95
ch:1:sboid:100503;100503;Bergbahnen Grüsch-Danusa AG;Bergbahnen Grüsch-Danusa AG;Bergbahnen Grüsch-Danusa AG;Bergbahnen Grüsch-Danusa AG;BGD;BGD;BGD;BGD;600;;1900-01-01;2099-12-31;45
ch:1:sboid:101128;101128;EURAIL GROUP GIE;EURAIL GROUP GIE;EURAIL GROUP GIE;EURAIL GROUP GIE;EURAIL;EURAIL;EURAIL;EURAIL;3333;;1900-01-01;2099-12-31;12
ch:1:sboid:101129;101129;BLS Lötschbergbahn                                         $;BLS Lötschbergbahn                                         $;BLS Lötschbergbahn                                         $;BLS Lötschbergbahn                                         $;BLS-bls  $;BLS-bls  $;BLS-bls  $;BLS-bls  $;3385;;1900-01-01;2099-12-31;95
ch:1:sboid:101130;101130;Verkehrsbetriebe Zürich INFO+;Verkehrsbetriebe Zürich INFO+;Verkehrsbetriebe Zürich INFO+;Verkehrsbetriebe Zürich INFO+;VBZ    Fpl;VBZ    Fpl;VBZ    Fpl;VBZ    Fpl;3849;;1900-01-01;2099-12-31;30
ch:1:sboid:101131;101131;KWO Seilbahnen;KWO Funiculaire;KWO Funicolare;KWO Seilbahnen;KWO-sb;KWO-sb;KWO-sb;KWO-sb;3862;;1900-01-01;2099-12-31;10
ch:1:sboid:101661;101661;H.I.S Travel Switzerland    O;H.I.S Travel Switzerland    O;H.I.S Travel Switzerland    O;H.I.S Travel Switzerland    O;H.I.S. Tra;H.I.S. Tra;H.I.S. Tra;H.I.S. Tra;21839;;1900-01-01;2099-12-31;60
ch:1:sboid:101662;101662;Inntravel Ltd. York          O;Inntravel Ltd. York          O;Inntravel Ltd. York          O;Inntravel Ltd. York          O;INNTRAVEL;INNTRAVEL;INNTRAVEL;INNTRAVEL;21840;;1900-01-01;2099-12-31;60
ch:1:sboid:101665;101665;Bichsel Musikreisen AG Zürich                        O;Bichsel Musikreisen AG Zürich;Bichsel Musikreisen AG Zürich;Bichsel Musikreisen AG Zürich                        O;BICHSEL AG;BICHSEL AG;BICHSEL AG;BICHSEL AG;21843;;1900-01-01;2099-12-31;60
ch:1:sboid:101666;101666;Viatges Alemany S.A.Barcelona;Viatges Alemany S.A.Barcelona;Viatges Alemany S.A.Barcelona;Viatges Alemany S.A.Barcelona;ALEMANY SA;ALEMANY SA;ALEMANY SA;ALEMANY SA;21844;;1900-01-01;2099-12-31;60
ch:1:sboid:101668;101668;SM Travel Genève             O;SM Travel Genève             O;SM Travel Genève             O;SM Travel Genève             O;SM TRAVEL;SM TRAVEL;SM TRAVEL;SM TRAVEL;21846;;1900-01-01;2099-12-31;60
ch:1:sboid:101671;101671;Airport Ticketing Dublin     O;Airport Ticketing Dublin     O;Airport Ticketing Dublin     O;Airport Ticketing Dublin     O;AIRP TICK;AIRP TICK;AIRP TICK;AIRP TICK;21849;;1900-01-01;2099-12-31;60
ch:1:sboid:101673;101673;Swiss Travel System AG;Swiss Travel System AG;Swiss Travel System AG;Swiss Travel System AG;STS;STS;STS;STS;21851;;1900-01-01;2099-12-31;60
ch:1:sboid:101674;101674;Hotel Weisses Kreuz;Hotel Weisses Kreuz;Hotel Weisses Kreuz;Hotel Weisses Kreuz;HOWEIKREUZ;HOWEIKREUZ;HOWEIKREUZ;HOWEIKREUZ;21852;;1900-01-01;2099-12-31;60
ch:1:sboid:101676;101676;SBB AG, P-FV-PM-ZUV;SBB AG, P-FV-PM-ZUV;SBB AG, P-FV-PM-ZUV;SBB AG, P-FV-PM-ZUV;PV FV;PV FV;PV FV;PV FV;21854;;1900-01-01;2099-12-31;60
ch:1:sboid:101677;101677;PAC GROUP Company;PAC GROUP Company;PAC GROUP Company;PAC GROUP Company;PAC GROUP;PAC GROUP;PAC GROUP;PAC GROUP;21855;;1900-01-01;2099-12-31;60
ch:1:sboid:101686;101686;Sparenmoos Bus;Sparenmoos Bus;Sparenmoos Bus;Sparenmoos Bus;MOB-mob01;MOB-mob01;MOB-mob01;MOB-mob01;90004;;1900-01-01;2099-12-31;95
ch:1:sboid:101687;101687;SID Téléskis;SID Téléskis;SID Téléskis;SID Téléskis;MOB-mob02;MOB-mob02;MOB-mob02;MOB-mob02;90005;;1900-01-01;2099-12-31;95
ch:1:sboid:101688;101688;Restaurant Naye;Restaurant Naye;Restaurant Naye;Restaurant Naye;MOB-mob03;MOB-mob03;MOB-mob03;MOB-mob03;90006;;1900-01-01;2099-12-31;95
ch:1:sboid:101689;101689;Catering;Catering;Catering;Catering;MOB-mob04;MOB-mob04;MOB-mob04;MOB-mob04;90007;;1900-01-01;2099-12-31;95
ch:1:sboid:101690;101690;Yourtes Naye;Yourtes Naye;Yourtes Naye;Yourtes Naye;MOB-mob05;MOB-mob05;MOB-mob05;MOB-mob05;90008;;1900-01-01;2099-12-31;95
ch:1:sboid:101691;101691;Dortoirs Naye;Dortoirs Naye;Dortoirs Naye;Dortoirs Naye;MOB-mob06;MOB-mob06;MOB-mob06;MOB-mob06;90009;;1900-01-01;2099-12-31;95
ch:1:sboid:101692;101692;BLS-bls Intern 01;BLS-bls Intern 01;BLS-bls Intern 01;BLS-bls Intern 01;BLS-bls01;BLS-bls01;BLS-bls01;BLS-bls01;90010;;1900-01-01;2099-12-31;95
ch:1:sboid:101693;101693;Restaurant Pléiades;Restaurant Pléiades;Restaurant Pléiades;Restaurant Pléiades;MVR-cev04;MVR-cev04;MVR-cev04;MVR-cev04;90011;;1900-01-01;2099-12-31;95
ch:1:sboid:101694;101694;BLS-bls Intern 02;BLS-bls Intern 02;BLs-bls Intern 02;BLS-bls Intern 02;BLS-bls02;BLS-bls02;BLS-bls02;BLS-bls02;90012;;1900-01-01;2099-12-31;95
ch:1:sboid:101695;101695;MOB/Infosystem;MOB/Infosystem;MOB/Infosystem;MOB/Infosystem;MOB/Info;MOB/Info;MOB/Info;MOB/Info;90013;;1900-01-01;2099-12-31;95
ch:1:sboid:101696;101696;Forum Train Europe;Forum Train Europe;Forum Train Europe;Forum Train Europe;FTE;FTE;FTE;FTE;99000;;1900-01-01;2099-12-31;12
ch:1:sboid:101699;101699;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;99999;;1900-01-01;2099-12-31;99
ch:1:sboid:100802;100802;SEALINK;SEALINK;SEALINK;SEALINK;SEALINK;SEALINK;SEALINK;SEALINK;1008;;1900-01-01;2099-12-31;11
ch:1:sboid:100803;100803;Régie belge des transports maritimes;Régie belge des transports maritimes;Régie belge des transports maritimes;Régie belge des transports maritimes;RTM;RTM;RTM;RTM;1009;;1900-01-01;2099-12-31;11
ch:1:sboid:100804;100804;Finnische Staatsbahnen;Chemins de fer de l'Etat de Finlande;Finnische Staatsbahnen;Finnish State Railways;VR       $;VR       $;VR       $;VR       $;1010;;1900-01-01;2099-12-31;11
ch:1:sboid:100805;100805;Ausländische Nahverkehrsbetriebe;Ausländische Nahverkehrsbetriebe;Ausländische Nahverkehrsbetriebe;Ausländische Nahverkehrsbetriebe;ANV;ANV;ANV;ANV;1011;;1900-01-01;2099-12-31;99
ch:1:sboid:100806;100806;TRANSFESA;TRANSFESA;TRANSFESA;TRANSFESA;TF       $;TF       $;TF       $;TF       $;1012;;1900-01-01;2099-12-31;11
ch:1:sboid:100807;100807;Gemeinsamer Schlafwagendienst;Service commun des voitures-lits;Gemeinsamer Schlafwagendienst;Gemeinsamer Schlafwagendienst;GS;GS;GS;GS;1013;;1900-01-01;2099-12-31;11
ch:1:sboid:101265;101265;Transport Publics Neuchâtelois SA;Transport Publics Neuchâtelois SA;Transport Publics Neuchâtelois SA;Transport Publics Neuchâtelois SA;TRN-tn fpl;TRN-tn fpl;TRN-tn fpl;TRN-tn fpl;15301;;1900-01-01;2099-12-31;12
ch:1:sboid:101291;101291;Knecht Wettingen             O;Knecht Wettingen             O;Knecht Wettingen             O;Knecht Wettingen             O;KNECHT WE;KNECHT WE;KNECHT WE;KNECHT WE;21326;;1900-01-01;2099-12-31;60
ch:1:sboid:101296;101296;Reisebüro Buchs SG           O;Reisebüro Buchs SG           O;Reisebüro Buchs SG           O;Reisebüro Buchs SG           O;REISEB BU;REISEB BU;REISEB BU;REISEB BU;21331;;1900-01-01;2099-12-31;60
ch:1:sboid:101300;101300;Imbach Luzern                O;Imbach Luzern                O;Imbach Luzern                O;Imbach Luzern                O;IMBACH LZ;IMBACH LZ;IMBACH LZ;IMBACH LZ;21335;;1900-01-01;2099-12-31;60
ch:1:sboid:100529;100529;Verkehrsbetriebe Kreuzlingen;Verkehrsbetriebe Kreuzlingen;Verkehrsbetriebe Kreuzlingen;Verkehrsbetriebe Kreuzlingen;VSK-bkk;VSK-bkk;VSK-bkk;VSK-bkk;727;;1900-01-01;2099-12-31;30
ch:1:sboid:100530;100530;Commune de Bassins;Commune de Bassins;Commune de Bassins;Commune de Bassins;CB;CB;CB;CB;728;;1900-01-01;2099-12-31;30
ch:1:sboid:100531;100531;Società Pubblica Trasporti Como;Società Pubblica Trasporti Como;Società Pubblica Trasporti Como;Società Pubblica Trasporti Como;SPT Como;SPT Como;SPT Como;SPT Como;729;;1900-01-01;2099-12-31;30
ch:1:sboid:100533;100533;Autotransports de la Vallée de Joux;Autotransports de la Vallée de Joux;Autotransports de la Vallée de Joux;Autotransports de la Vallée de Joux;AVJ;AVJ;AVJ;AVJ;731;;1900-01-01;2099-12-31;30
ch:1:sboid:100543;100543;Bus Nyon-Prangins;Bus Nyon-Prangins;Bus Nyon-Prangins;Bus Nyon-Prangins;BNP;BNP;BNP;BNP;741;;1900-01-01;2099-12-31;30
ch:1:sboid:100544;100544;Automobildienst Matterhorn Gotthard Bahn (asng);Automobildienst Matterhorn Gotthard Bahn (asng);Automobildienst Matterhorn Gotthard Bahn (asng);Automobildienst Matterhorn Gotthard Bahn (asng);MGB/asng;MGB/asng;MGB/asng;MGB/asng;742;;1900-01-01;2099-12-31;30
ch:1:sboid:100546;100546;Automobildienst Appenzeller Bahnen;Automobildienst Appenzeller Bahnen;Automobildienst Appenzeller Bahnen;Automobildienst Appenzeller Bahnen;AB Auto;AB Auto;AB Auto;AB Auto;744;;1900-01-01;2099-12-31;30
ch:1:sboid:100569;100569;Domo Reisen & Vertriebs AG;Domo Reisen & Vertriebs AG;Domo Reisen & Vertriebs AG;Domo Reisen & Vertriebs AG;DOMO;DOMO;DOMO;DOMO;767;;1900-01-01;2018-02-23;30
ch:1:sboid:100969;100969;Remontées mécaniques SA;Remontées mécaniques SA;Remontées mécaniques SA;Remontées mécaniques SA;NVRM-NV;NVRM-NV;NVRM-NV;NVRM-NV;3028;;1900-01-01;2017-12-19;12
ch:1:sboid:100970;100970;Téléveysonnaz SA;Téléveysonnaz SA;Téléveysonnaz SA;Téléveysonnaz SA;TVSA;TVSA;TVSA;TVSA;3029;;1900-01-01;2018-01-12;12
ch:1:sboid:101019;101019;Grindelwald Grund-Männlichen (shet);Grindelwald Grund-Männlichen (shet);Grindelwald Grund-Männlichen (shet);Grindelwald Grund-Männlichen (shet);GGM-shet;GGM-shet;GGM-shet;GGM-shet;3078;;1900-01-01;2099-12-31;12
ch:1:sboid:101020;101020;Wengernalpbahn AG (sgho);Wengernalpbahn AG (sgho);Wengernalpbahn AG (sgho);Wengernalpbahn AG (sgho);WAB-sgho;WAB-sgho;WAB-sgho;WAB-sgho;3079;;1900-01-01;2099-12-31;12
ch:1:sboid:101021;101021;Wengernalpbahn AG (sbks);Wengernalpbahn AG (sbks);Wengernalpbahn AG (sbks);Wengernalpbahn AG (sbks);WAB-sbks;WAB-sbks;WAB-sbks;WAB-sbks;3080;;1900-01-01;2099-12-31;12
ch:1:sboid:101528;101528;Naturfreunde Reisen Bern   O;Naturfreunde Reisen Bern   O;Naturfreunde Reisen Bern   O;Naturfreunde Reisen Bern   O;NATURFR BN;NATURFR BN;NATURFR BN;NATURFR BN;21672;;1900-01-01;2099-12-31;60
ch:1:sboid:101532;101532;Rail 1 Bruxelles             O;Rail 1 Bruxelles             O;Rail 1 Bruxelles             O;Rail 1 Bruxelles             O;RAIL1 BRUX;RAIL1 BRUX;RAIL1 BRUX;RAIL1 BRUX;21677;;1900-01-01;2099-12-31;60
ch:1:sboid:101534;101534;RailAway Incoming Luzern     O;RailAway Incoming Luzern     O;RailAway Incoming Luzern     O;RailAway Incoming Luzern     O;RAAW IN LZ;RAAW IN LZ;RAAW IN LZ;RAAW IN LZ;21679;;1900-01-01;2099-12-31;60
ch:1:sboid:101535;101535;Luzern RailAway TBC          O;Luzern RailAway TBC          O;Luzern RailAway TBC          O;Luzern RailAway TBC          O;LZ RA TBC;LZ RA TBC;LZ RA TBC;LZ RA TBC;21680;;1900-01-01;2099-12-31;60
ch:1:sboid:101537;101537;IBTS Cham                    O;IBTS Cham                    O;IBTS Cham                    O;IBTS Cham                    O;IBTS CHAM;IBTS CHAM;IBTS CHAM;IBTS CHAM;21683;;1900-01-01;2099-12-31;60
ch:1:sboid:101538;101538;EuroPals Travel Emmenbrücke  O;EuroPals Travel Emmenbrücke  O;EuroPals Travel Emmenbrücke  O;EuroPals Travel Emmenbrücke  O;EPT EBRUE;EPT EBRUE;EPT EBRUE;EPT EBRUE;21684;;1900-01-01;2099-12-31;60
ch:1:sboid:101539;101539;Italtours Bern               O;Italtours Bern               O;Italtours Bern               O;Italtours Bern               O;ITTOUR BN;ITTOUR BN;ITTOUR BN;ITTOUR BN;21685;;1900-01-01;2099-12-31;60
ch:1:sboid:100918;100918;DB Regio;DB Regio;DB Regio;DB Regio;DB Regio $;DB Regio $;DB Regio $;DB Regio $;1880;;1900-01-01;2099-12-31;95
ch:1:sboid:100919;100919;Graz-Köflacher-Bahn und Salzburger Lokalbahn;Graz-Köflacher-Bahn und Salzburger Lokalbahn;Graz-Köflacher-Bahn und Salzburger Lokalbahn;Graz-Köflacher-Bahn und Salzburger Lokalbahn;GKB + SLB;GKB + SLB;GKB + SLB;GKB + SLB;1881;;1900-01-01;2099-12-31;95
ch:1:sboid:100920;100920;DB Ausland;DB Ausland;DB Ausland;DB Ausland;DB AUSLAND;DB AUSLAND;DB AUSLAND;DB AUSLAND;1882;;1900-01-01;2099-12-31;95
ch:1:sboid:101544;101544;Railtour Bern                O;Railtour Bern                O;Railtour Bern                O;Railtour Bern                O;RAILT BERN;RAILT BERN;RAILT BERN;RAILT BERN;21690;;1900-01-01;2099-12-31;60
ch:1:sboid:101546;101546;Railbookers London           O;Railbookers London           O;Railbookers London           O;Railbookers London           O;RAILBOO;RAILBOO;RAILBOO;RAILBOO;21692;;1900-01-01;2099-12-31;60
ch:1:sboid:101548;101548;Bern-TUP-P2-I-RB             O;Bern-TUP-P2-I-RB             O;Bern-TUP-P2-I-RB             O;Bern-TUP-P2-I-RB             O;BN-TUPP2RB;BN-TUPP2RB;BN-TUPP2RB;BN-TUPP2RB;21694;;1900-01-01;2099-12-31;95
ch:1:sboid:101549;101549;Bern-Travi-TUP               O;Bern-Travi-TUP               O;Bern-Travi-TUP               O;Bern-Travi-TUP               O;BERN-TRAVI;BERN-TRAVI;BERN-TRAVI;BERN-TRAVI;21695;;1900-01-01;2099-12-31;95
ch:1:sboid:101552;101552;Ausbildungszentren Travi     O;Ausbildungszentren Travi     O;Ausbildungszentren Travi     O;Ausbildungszentren Travi     O;AZ-TRAVI;AZ-TRAVI;AZ-TRAVI;AZ-TRAVI;21699;;1900-01-01;2099-12-31;95
ch:1:sboid:101553;101553;City Hostel Genève           O;City Hostel Genève           O;City Hostel Genève           O;City Hostel Genève           O;CITY HOSTE;CITY HOSTE;CITY HOSTE;CITY HOSTE;21700;;1900-01-01;2099-12-31;60
ch:1:sboid:100699;100699;Ausgabe-TU (PRISMA);Ausgabe-TU (PRISMA);Ausgabe-TU (PRISMA);Ausgabe-TU (PRISMA);Ausg-TU;Ausg-TU;Ausg-TU;Ausg-TU;900;;1900-01-01;2099-12-31;95
ch:1:sboid:100700;100700;VS-Spitzverteilung;VS-Spitzverteilung;VS-Spitzverteilung;VS-Spitzverteilung;Verb-TU;Verb-TU;Verb-TU;Verb-TU;901;;1900-01-01;2099-12-31;95
ch:1:sboid:100701;100701;Spenden am BATS (P-VS-DG);Spenden am BATS (P-VS-DG);Spenden am BATS (P-VS-DG);Spenden am BATS (P-VS-DG);SPEN;SPEN;SPEN;SPEN;902;;1900-01-01;2099-12-31;95
ch:1:sboid:100702;100702;Cap Gourmand SA;Cap Gourmand SA;Cap Gourmand SA;Cap Gourmand SA;LNM-t;LNM-t;LNM-t;LNM-t;903;;1900-01-01;2099-12-31;95
ch:1:sboid:100703;100703;Télé-Villars-Gryon S.A.;Télé-Villars-Gryon S.A.;Télé-Villars-Gryon S.A.;Télé-Villars-Gryon S.A.;ARMAV;ARMAV;ARMAV;ARMAV;904;;1900-01-01;2099-12-31;95
ch:1:sboid:100704;100704;CGN Lac Léman, prestations spéciales, Direction CGN;CGN Lac Léman, prestations spéciales, Direction CGN;CGN Lac Léman, prestations spéciales, Direction CGN;CGN Lac Léman, prestations spéciales, Direction CGN;CGN-spéc2;CGN-spéc2;CGN-spéc2;CGN-spéc2;905;;1900-01-01;2099-12-31;95
ch:1:sboid:100706;100706;Lac Léman prestations spéciales;Lac Léman prestations spéciales;Lac Léman prestations spéciales;Lac Léman prestations spéciales;CGN-spéc;CGN-spéc;CGN-spéc;CGN-spéc;907;;1900-01-01;2099-12-31;95
ch:1:sboid:100707;100707;Dampfbahn-Verein Zürcher Oberland;Dampfbahn-Verein Zürcher Oberland;Dampfbahn-Verein Zürcher Oberland;Dampfbahn-Verein Zürcher Oberland;DVZO;DVZO;DVZO;DVZO;908;;1900-01-01;2099-12-31;50
ch:1:sboid:101138;101138;Riffelalp Resort AG Zermatt;Riffelalp Resort AG Zermatt;Riffelalp Resort AG Zermatt;Riffelalp Resort AG Zermatt;RiT;RiT;RiT;RiT;7005;;1900-01-01;2099-12-31;32
ch:1:sboid:101139;101139;Anrufsammeltaxi Arbon;Anrufsammeltaxi Arbon;Anrufsammeltaxi Arbon;Anrufsammeltaxi Arbon;ASA;ASA;ASA;ASA;7006;;1900-01-01;2099-12-31;32
ch:1:sboid:101141;101141;Ruftaxi Rorschacherberg;Ruftaxi Rorschacherberg;Ruftaxi Rorschacherberg;Ruftaxi Rorschacherberg;RRB;RRB;RRB;RRB;7008;;1900-01-01;2099-12-31;32
ch:1:sboid:101143;101143;Busbetrieb Gemeinde Aadorf;Busbetrieb Gemeinde Aadorf;Busbetrieb Gemeinde Aadorf;Busbetrieb Gemeinde Aadorf;BBGA;BBGA;BBGA;BBGA;7010;;1900-01-01;2099-12-31;32
ch:1:sboid:101144;101144;Anrufsammeltaxi Bischofszell;Anrufsammeltaxi Bischofszell;Anrufsammeltaxi Bischofszell;Anrufsammeltaxi Bischofszell;ASTB;ASTB;ASTB;ASTB;7011;;1900-01-01;2099-12-31;32
ch:1:sboid:101145;101145;Anrufsammeltaxi Amriswil;Anrufsammeltaxi Amriswil;Anrufsammeltaxi Amriswil;Anrufsammeltaxi Amriswil;ASTA;ASTA;ASTA;ASTA;7012;;1900-01-01;2099-12-31;32
ch:1:sboid:101148;101148;Ueltschi Richard Zweisimmen;Ueltschi Richard Zweisimmen;Ueltschi Richard Zweisimmen;Ueltschi Richard Zweisimmen;URZ;URZ;URZ;URZ;7015;;1900-01-01;2099-12-31;32
ch:1:sboid:101150;101150;Gemeinde St. Gallenkappel;Gemeinde St. Gallenkappel;Gemeinde St. Gallenkappel;Gemeinde St. Gallenkappel;BBO;BBO;BBO;BBO;7017;;1900-01-01;2099-12-31;32
ch:1:sboid:101156;101156;Südwestdeutsche Verkehrs-Aktiengesellschaft;Südwestdeutsche Verkehrs-Aktiengesellschaft;Südwestdeutsche Verkehrs-Aktiengesellschaft;Südwestdeutsche Verkehrs-Aktiengesellschaft;SWEG;SWEG;SWEG;SWEG;7023;;1900-01-01;2099-12-31;30
ch:1:sboid:101158;101158;Busbetrieb Kandersteg - Gasterntal;Busbetrieb Kandersteg - Gasterntal;Busbetrieb Kandersteg - Gasterntal;Busbetrieb Kandersteg - Gasterntal;BKG;BKG;BKG;BKG;7025;;1900-01-01;2099-12-31;32
ch:1:sboid:101160;101160;Walker's Söhne Urnerboden;Walker's Söhne Urnerboden;Walker's Söhne Urnerboden;Walker's Söhne Urnerboden;WSU;WSU;WSU;WSU;7027;;1900-01-01;2099-12-31;32
ch:1:sboid:101162;101162;Armin Fischli GmbH, 8752 Näfels;Armin Fischli GmbH, 8752 Näfels;Armin Fischli GmbH, 8752 Näfels;Armin Fischli GmbH, 8752 Näfels;AFN;AFN;AFN;AFN;7029;;1900-01-01;2099-12-31;32
ch:1:sboid:101163;101163;Skilift Schilt AG 8753 Mollis;Skilift Schilt AG 8753 Mollis;Skilift Schilt AG 8753 Mollis;Skilift Schilt AG 8753 Mollis;SSM;SSM;SSM;SSM;7030;;1900-01-01;2099-12-31;32
ch:1:sboid:100820;100820;Georgische Eisenbahn;Georgische Eisenbahn;Georgische Eisenbahn;Georgian Railways;GR;GR;GR;GR;1028;;1900-01-01;2099-12-31;11
ch:1:sboid:100821;100821;Mittelasiatische Eisenbahn;Mittelasiatische Eisenbahn;Mittelasiatische Eisenbahn;Central Asian Railways;SAZ;SAZ;SAZ;SAZ;1029;;1900-01-01;2099-12-31;11
ch:1:sboid:100922;100922;SNCB-Verbindungen via Athus,Bland/Torc,Gouvy,Sterpenich;SNCB-Verbindungen via Athus,Bland/Torc,Gouvy,Sterpenich;SNCB-Verbindungen via Athus,Bland/Torc,Gouvy,Sterpenich;SNCB-Verbindungen via Athus,Bland/Torc,Gouvy,Sterpenich;SNCB 2   $;SNCB 2   $;SNCB 2   $;SNCB 2   $;1888;;1900-01-01;2099-12-31;95
ch:1:sboid:100925;100925;PKP transit;PKP transit;PKP transit;PKP transit;PKP tran $;PKP tran $;PKP tran $;PKP tran $;1951;;1900-01-01;2099-12-31;95
ch:1:sboid:100926;100926;CD Flughafen (Bus Praha-Letiste/Airport);CD Flughafen (Bus Praha-Letiste/Airport);CD Flughafen (Bus Praha-Letiste/Airport);CD Flughafen (Bus Prahe-Letiste/Airport);CD Flugh $;CD Flugh $;CD Flugh $;CD Flugh $;1954;;1900-01-01;2099-12-31;95
ch:1:sboid:100928;100928;ATTICA SFF (SuperFast-Ferries);ATTICA SFF (SuperFast-Ferries);ATTICA SSF (SuperFast-Ferries);ATTICA SFF (SuperFast-Ferries);ATT SFF  $;ATT SFF  $;ATT SFF  $;ATT SFF  $;1962;;1900-01-01;2099-12-31;95
ch:1:sboid:100935;100935;DB NBE Nichtbundeseigene/Nordseeinsel;DB NBE Nichtbundeseigene/Nordseeinsel;DB NBE Nichtbundeseigene/Nordseeinsel;DB NBE Nichtbundeseigene/Nordseeinsel;DB NBE;DB NBE;DB NBE;DB NBE;1980;;1900-01-01;2099-12-31;95
ch:1:sboid:101325;101325;SCHAER BERN                  O;SCHAER BERN                  O;SCHAER BERN                  O;SCHAER BERN                  O;SCHAER BN;SCHAER BN;SCHAER BN;SCHAER BN;21360;;1900-01-01;2099-12-31;60
